sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path
9382,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code describing how a transaction is settled.,Accounts Payable,28,ccount Payable Payment Made.Settlement Method.Code,BS30a9_01,/AP05c/BS30a9_01,$.Account Payable Payment Made.Settlement Method.Code,AcntPblPayMad.SetlMethd.Cd
9383,2,R,,ccount Payable Payment Made.Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Accounts Payable,0,ccount Payable Payment Made.Supplier,GE22aj,/AP05c/GE22aj,$.Account Payable Payment Made.Supplier,AcntPblPayMad.Supl
9384,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Accounts Payable,0,ccount Payable Payment Made.Supplier.Account ID,GE22aj_01,/AP05c/GE22aj_01,$.Account Payable Payment Made.Supplier.Account ID,AcntPblPayMad.Supl.AcntId
9385,2,C,,ccount Payable Payment Made.Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Payable,0,ccount Payable Payment Made.Activities,GE08bA,/AP05c/GE08bA,$.Account Payable Payment Made.Activities,AcntPblPayMad.Acts
9386,3,C,,ccount Payable Payment Made.Activities.(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Payable,0,ccount Payable Payment Made.Activities.(Approved) Activity,GE09iA,/AP05c/GE09iA,$.Account Payable Payment Made.Activities.(Approved) Activity,AcntPblPayMad.Acts.ApprvdAct
9387,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Payable,0,ccount Payable Payment Made.Activities.(Approved) Activity.Date,GE09iA_01,/AP05c/GE09iA_01,$.Account Payable Payment Made.Activities.(Approved) Activity.Date,AcntPblPayMad.Acts.ApprvdAct.Dt
9388,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Payable,0,ccount Payable Payment Made.Activities.(Approved) Activity.Time,GE09iA_02,/AP05c/GE09iA_02,$.Account Payable Payment Made.Activities.(Approved) Activity.Time,AcntPblPayMad.Acts.ApprvdAct.Tm
9389,4,R,,ccount Payable Payment Made.Activities.(Approved) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Payable,0,ccount Payable Payment Made.Activities.(Approved) Activity.User,GE18iD,/AP05c/GE18iD,$.Account Payable Payment Made.Activities.(Approved) Activity.User,AcntPblPayMad.Acts.ApprvdAct.Usr
9390,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Payable,0,ccount Payable Payment Made.Activities.(Approved) Activity.User.ID,GE18iD_01,/AP05c/GE18iD_01,$.Account Payable Payment Made.Activities.(Approved) Activity.User.ID,AcntPblPayMad.Acts.ApprvdAct.Usr.Id
9391,3,C,,ccount Payable Payment Made.Activities.(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Payable,0,ccount Payable Payment Made.Activities.(Created) Activity,GE09iB,/AP05c/GE09iB,$.Account Payable Payment Made.Activities.(Created) Activity,AcntPblPayMad.Acts.CrtdAct
9392,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Payable,0,ccount Payable Payment Made.Activities.(Created) Activity.Date,GE09iB_01,/AP05c/GE09iB_01,$.Account Payable Payment Made.Activities.(Created) Activity.Date,AcntPblPayMad.Acts.CrtdAct.Dt
9393,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Payable,0,ccount Payable Payment Made.Activities.(Created) Activity.Time,GE09iB_02,/AP05c/GE09iB_02,$.Account Payable Payment Made.Activities.(Created) Activity.Time,AcntPblPayMad.Acts.CrtdAct.Tm
9394,4,R,,ccount Payable Payment Made.Activities.(Created) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Payable,0,ccount Payable Payment Made.Activities.(Created) Activity.User,GE18iE,/AP05c/GE18iE,$.Account Payable Payment Made.Activities.(Created) Activity.User,AcntPblPayMad.Acts.CrtdAct.Usr
9395,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Payable,0,ccount Payable Payment Made.Activities.(Created) Activity.User.ID,GE18iE_01,/AP05c/GE18iE_01,$.Account Payable Payment Made.Activities.(Created) Activity.User.ID,AcntPblPayMad.Acts.CrtdAct.Usr.Id
9396,3,C,,ccount Payable Payment Made.Activities.(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Payable,0,ccount Payable Payment Made.Activities.(Last Modified) Activity,GE09iC,/AP05c/GE09iC,$.Account Payable Payment Made.Activities.(Last Modified) Activity,AcntPblPayMad.Acts.LastModfdAct
9397,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Payable,0,ccount Payable Payment Made.Activities.(Last Modified) Activity.Date,GE09iC_01,/AP05c/GE09iC_01,$.Account Payable Payment Made.Activities.(Last Modified) Activity.Date,AcntPblPayMad.Acts.LastModfdAct.Dt
9398,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Payable,0,ccount Payable Payment Made.Activities.(Last Modified) Activity.Time,GE09iC_02,/AP05c/GE09iC_02,$.Account Payable Payment Made.Activities.(Last Modified) Activity.Time,AcntPblPayMad.Acts.LastModfdAct.Tm
9399,4,R,,ccount Payable Payment Made.Activities.(Last Modified) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Payable,0,ccount Payable Payment Made.Activities.(Last Modified) Activity.User,GE18iF,/AP05c/GE18iF,$.Account Payable Payment Made.Activities.(Last Modified) Activity.User,AcntPblPayMad.Acts.LastModfdAct.Usr
9400,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Payable,0,ccount Payable Payment Made.Activities.(Last Modified) Activity.User.ID,GE18iF_01,/AP05c/GE18iF_01,$.Account Payable Payment Made.Activities.(Last Modified) Activity.User.ID,AcntPblPayMad.Acts.LastModfdAct.Usr.Id
9401,3,C,,ccount Payable Payment Made.Activities.(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Payable,0,ccount Payable Payment Made.Activities.(Posted) Activity,GE09iD,/AP05c/GE09iD,$.Account Payable Payment Made.Activities.(Posted) Activity,AcntPblPayMad.Acts.PostdAct
9402,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Payable,0,ccount Payable Payment Made.Activities.(Posted) Activity.Date,GE09iD_01,/AP05c/GE09iD_01,$.Account Payable Payment Made.Activities.(Posted) Activity.Date,AcntPblPayMad.Acts.PostdAct.Dt
9403,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Payable,0,ccount Payable Payment Made.Activities.(Posted) Activity.Time,GE09iD_02,/AP05c/GE09iD_02,$.Account Payable Payment Made.Activities.(Posted) Activity.Time,AcntPblPayMad.Acts.PostdAct.Tm
9404,4,R,,ccount Payable Payment Made.Activities.(Posted) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Payable,0,ccount Payable Payment Made.Activities.(Posted) Activity.User,GE18iG,/AP05c/GE18iG,$.Account Payable Payment Made.Activities.(Posted) Activity.User,AcntPblPayMad.Acts.PostdAct.Usr
9405,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Payable,0,ccount Payable Payment Made.Activities.(Posted) Activity.User.ID,GE18iG_01,/AP05c/GE18iG_01,$.Account Payable Payment Made.Activities.(Posted) Activity.User.ID,AcntPblPayMad.Acts.PostdAct.Usr.Id
9406,2,C,,ccount Payable Payment Made.Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",Accounts Payable,0,ccount Payable Payment Made.Amounts,GE06aa,/AP05c/GE06aa,$.Account Payable Payment Made.Amounts,AcntPblPayMad.Amnts
9407,3,C,,ccount Payable Payment Made.Amounts.(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Payment Made.Amounts.(Functional) Amount,GE05sV,/AP05c/GE05sV,$.Account Payable Payment Made.Amounts.(Functional) Amount,AcntPblPayMad.Amnts.FunctnAmt
9408,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Payment Made.Amounts.(Functional) Amount.Value,GE05sV_01,/AP05c/GE05sV_01,$.Account Payable Payment Made.Amounts.(Functional) Amount.Value,AcntPblPayMad.Amnts.FunctnAmt.Vl
9409,4,R,,ccount Payable Payment Made.Amounts.(Functional) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Payment Made.Amounts.(Functional) Amount.Currency,BS01t7,/AP05c/BS01t7,$.Account Payable Payment Made.Amounts.(Functional) Amount.Currency,AcntPblPayMad.Amnts.FunctnAmt.Cur
9410,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Payment Made.Amounts.(Functional) Amount.Currency.Code,BS01t7_01,/AP05c/BS01t7_01,$.Account Payable Payment Made.Amounts.(Functional) Amount.Currency.Code,AcntPblPayMad.Amnts.FunctnAmt.Cur.Cd
9411,3,C,,ccount Payable Payment Made.Amounts.(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Payment Made.Amounts.(Local) Amount,GE05sW,/AP05c/GE05sW,$.Account Payable Payment Made.Amounts.(Local) Amount,AcntPblPayMad.Amnts.LoclAmt
9412,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Payment Made.Amounts.(Local) Amount.Value,GE05sW_01,/AP05c/GE05sW_01,$.Account Payable Payment Made.Amounts.(Local) Amount.Value,AcntPblPayMad.Amnts.LoclAmt.Vl
9413,4,R,,ccount Payable Payment Made.Amounts.(Local) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Payment Made.Amounts.(Local) Amount.Currency,BS01t8,/AP05c/BS01t8,$.Account Payable Payment Made.Amounts.(Local) Amount.Currency,AcntPblPayMad.Amnts.LoclAmt.Cur
9414,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Payment Made.Amounts.(Local) Amount.Currency.Code,BS01t8_01,/AP05c/BS01t8_01,$.Account Payable Payment Made.Amounts.(Local) Amount.Currency.Code,AcntPblPayMad.Amnts.LoclAmt.Cur.Cd
9415,3,C,,ccount Payable Payment Made.Amounts.(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Payment Made.Amounts.(Reporting) Amount,GE05sX,/AP05c/GE05sX,$.Account Payable Payment Made.Amounts.(Reporting) Amount,AcntPblPayMad.Amnts.ReprtnAmt
9416,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Payment Made.Amounts.(Reporting) Amount.Value,GE05sX_01,/AP05c/GE05sX_01,$.Account Payable Payment Made.Amounts.(Reporting) Amount.Value,AcntPblPayMad.Amnts.ReprtnAmt.Vl
9417,4,R,,ccount Payable Payment Made.Amounts.(Reporting) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Payment Made.Amounts.(Reporting) Amount.Currency,BS01t9,/AP05c/BS01t9,$.Account Payable Payment Made.Amounts.(Reporting) Amount.Currency,AcntPblPayMad.Amnts.ReprtnAmt.Cur
9418,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Payment Made.Amounts.(Reporting) Amount.Currency.Code,BS01t9_01,/AP05c/BS01t9_01,$.Account Payable Payment Made.Amounts.(Reporting) Amount.Currency.Code,AcntPblPayMad.Amnts.ReprtnAmt.Cur.Cd
9419,2,C,,ccount Payable Payment Made.(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Payment Made.(Transaction) Amount,GE05tY,/AP05c/GE05tY,$.Account Payable Payment Made.(Transaction) Amount,AcntPblPayMad.TrnsctAmt
9420,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Payment Made.(Transaction) Amount.Value,GE05tY_01,/AP05c/GE05tY_01,$.Account Payable Payment Made.(Transaction) Amount.Value,AcntPblPayMad.TrnsctAmt.Vl
9421,3,R,,ccount Payable Payment Made.(Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Payment Made.(Transaction) Amount.Currency,BS01ta,/AP05c/BS01ta,$.Account Payable Payment Made.(Transaction) Amount.Currency,AcntPblPayMad.TrnsctAmt.Cur
9422,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Payment Made.(Transaction) Amount.Currency.Code,BS01ta_01,/AP05c/BS01ta_01,$.Account Payable Payment Made.(Transaction) Amount.Currency.Code,AcntPblPayMad.TrnsctAmt.Cur.Cd
9423,2,R,,ccount Payable Payment Made.Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Accounts Payable,4,ccount Payable Payment Made.Business Segment,BS04jM,/AP05c/BS04jM,$.Account Payable Payment Made.Business Segment,AcntPblPayMad.BusSg
9424,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Accounts Payable,4,ccount Payable Payment Made.Business Segment.Code,BS04jM_01,/AP05c/BS04jM/BS04jM_01,$.Account Payable Payment Made.Business Segment.Code,AcntPblPayMad.BusSg.Cd
9425,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Accounts Payable,4,ccount Payable Payment Made.Business Segment.Segment Reference Level,BS04jM_03,/AP05c/BS04jM/BS04jM_03,$.Account Payable Payment Made.Business Segment.Segment Reference Level,AcntPblPayMad.BusSg.SgRefLevl
9426,1,C,,ccount Payable Cash Application,,,,A class details the application of cash payments against supplier invoice obligations within a specific period.,Accounts Payable,93,ccount Payable Cash Application,AP03b,/AP03b,$.Account Payable Cash Application,AcntPblCashApl
9427,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a business document.,Accounts Payable,0,ccount Payable Cash Application.ID,AP03b_GE01_01,/AP03b/AP03b_GE01_01,$.Account Payable Cash Application.ID,AcntPblCashApl.Id
9428,2,A,,Date,Date,0..1,DATE,The date on the business document.,Accounts Payable,0,ccount Payable Cash Application.Date,AP03b_GE01_03,/AP03b/AP03b_GE01_03,$.Account Payable Cash Application.Date,AcntPblCashApl.Dt
9429,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for a business document.,Accounts Payable,0,ccount Payable Cash Application.Remark,AP03b_GE01_05,/AP03b/AP03b_GE01_05,$.Account Payable Cash Application.Remark,AcntPblCashApl.Rmrk
